,person,offer_id,offer received,offer viewed,offer completed
25,00426fe3ffde4c6b9cb9ad6d077a13ea,5a8bc65990b245e5a138643cd4eb9837,1,1,0
26,00426fe3ffde4c6b9cb9ad6d077a13ea,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
27,004b041fbfe44859945daa2c7f79ee64,3f207df678b143eea3cee63160fa8bed,1,0,0
28,004b041fbfe44859945daa2c7f79ee64,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
29,004b041fbfe44859945daa2c7f79ee64,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
30,004c5799adbf42868b9cff0396190900,ae264e3637204a6fb9bb56bc8210ddfd,1,0,1
31,004c5799adbf42868b9cff0396190900,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
32,004c5799adbf42868b9cff0396190900,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
33,005500a7188546ff8a767329a2f7c76a,2906b810c7d4411798c6938adc9daaa5,1,0,0
34,005500a7188546ff8a767329a2f7c76a,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,1
35,005500a7188546ff8a767329a2f7c76a,ae264e3637204a6fb9bb56bc8210ddfd,3,3,0
36,0056df74b63b4298809f0b375a304cf4,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
37,0056df74b63b4298809f0b375a304cf4,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
38,0056df74b63b4298809f0b375a304cf4,3f207df678b143eea3cee63160fa8bed,1,1,0
39,0056df74b63b4298809f0b375a304cf4,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
40,0063def0f9c14bc4805322a488839b32,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
41,0063def0f9c14bc4805322a488839b32,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
42,0063def0f9c14bc4805322a488839b32,5a8bc65990b245e5a138643cd4eb9837,1,1,0
43,0063def0f9c14bc4805322a488839b32,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
44,0063def0f9c14bc4805322a488839b32,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
45,0069a50874d846438e58acff5e594725,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
46,0069a50874d846438e58acff5e594725,2906b810c7d4411798c6938adc9daaa5,2,1,1
47,0069a50874d846438e58acff5e594725,3f207df678b143eea3cee63160fa8bed,1,0,0
48,00715b6e55c3431cb56ff7307eb19675,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,1,2
49,00715b6e55c3431cb56ff7307eb19675,2906b810c7d4411798c6938adc9daaa5,1,1,1
50,00715b6e55c3431cb56ff7307eb19675,3f207df678b143eea3cee63160fa8bed,1,0,0
51,00715b6e55c3431cb56ff7307eb19675,4d5c57ea9a6940dd891ad53e9dbe8da0,1,0,1
52,00715b6e55c3431cb56ff7307eb19675,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
53,0082fd87c18f45f2be70dbcbb0fb8aad,3f207df678b143eea3cee63160fa8bed,2,2,0
54,0082fd87c18f45f2be70dbcbb0fb8aad,5a8bc65990b245e5a138643cd4eb9837,1,1,0
55,0082fd87c18f45f2be70dbcbb0fb8aad,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,1,2
56,00840a2ca5d2408e982d56544dc14ffd,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
57,00840a2ca5d2408e982d56544dc14ffd,2906b810c7d4411798c6938adc9daaa5,2,1,1
58,00840a2ca5d2408e982d56544dc14ffd,3f207df678b143eea3cee63160fa8bed,1,0,0
59,00840a2ca5d2408e982d56544dc14ffd,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,1
60,00840a2ca5d2408e982d56544dc14ffd,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
61,00857b24b13f4fe0ad17b605f00357f5,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
62,00857b24b13f4fe0ad17b605f00357f5,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
63,00857b24b13f4fe0ad17b605f00357f5,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
64,00857b24b13f4fe0ad17b605f00357f5,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
65,00857b24b13f4fe0ad17b605f00357f5,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
66,008d7088107b468893889da0ede0df5c,2906b810c7d4411798c6938adc9daaa5,1,0,0
67,008d7088107b468893889da0ede0df5c,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
68,008d7088107b468893889da0ede0df5c,5a8bc65990b245e5a138643cd4eb9837,2,2,0
69,008d7088107b468893889da0ede0df5c,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
70,008d7088107b468893889da0ede0df5c,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
71,0091d2b6a5ea4defaa8393e4e816db60,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
72,0091d2b6a5ea4defaa8393e4e816db60,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,1
73,0091d2b6a5ea4defaa8393e4e816db60,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
74,0092a132ead946ceb30d11a1ed513d20,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
75,0092a132ead946ceb30d11a1ed513d20,2906b810c7d4411798c6938adc9daaa5,1,1,0
76,0092a132ead946ceb30d11a1ed513d20,5a8bc65990b245e5a138643cd4eb9837,1,1,0
77,0092a132ead946ceb30d11a1ed513d20,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
78,0092a132ead946ceb30d11a1ed513d20,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
79,0092a132ead946ceb30d11a1ed513d20,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
80,0099bf30e4cb4265875266eb3eb25eab,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
81,0099bf30e4cb4265875266eb3eb25eab,2906b810c7d4411798c6938adc9daaa5,2,1,0
82,0099bf30e4cb4265875266eb3eb25eab,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
83,0099bf30e4cb4265875266eb3eb25eab,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
84,009d10c2c38a4fd795a7bc6ddbbddb78,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
85,009d10c2c38a4fd795a7bc6ddbbddb78,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,0
86,009d10c2c38a4fd795a7bc6ddbbddb78,2906b810c7d4411798c6938adc9daaa5,1,1,0
87,009d10c2c38a4fd795a7bc6ddbbddb78,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
88,00a794f62b9a48beb58f8f6c02c2f1a6,3f207df678b143eea3cee63160fa8bed,3,3,0
89,00a794f62b9a48beb58f8f6c02c2f1a6,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
90,00a794f62b9a48beb58f8f6c02c2f1a6,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
91,00ad4c2cace94f67a6354ec90d6c6f45,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
92,00ad4c2cace94f67a6354ec90d6c6f45,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
93,00ad4c2cace94f67a6354ec90d6c6f45,5a8bc65990b245e5a138643cd4eb9837,2,2,0
94,00ad4c2cace94f67a6354ec90d6c6f45,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
95,00ae03011f9f49b8a4b3e6d416678b0b,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
96,00ae03011f9f49b8a4b3e6d416678b0b,2906b810c7d4411798c6938adc9daaa5,1,1,0
97,00ae03011f9f49b8a4b3e6d416678b0b,5a8bc65990b245e5a138643cd4eb9837,1,1,0
98,00ae03011f9f49b8a4b3e6d416678b0b,ae264e3637204a6fb9bb56bc8210ddfd,2,1,2
99,00aee28bbb3848dd8a31f0c91dc267dd,2906b810c7d4411798c6938adc9daaa5,1,0,0
100,00aee28bbb3848dd8a31f0c91dc267dd,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
101,00aee28bbb3848dd8a31f0c91dc267dd,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
102,00b18b535d6d4f779dea4dc9ac451478,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
103,00b18b535d6d4f779dea4dc9ac451478,5a8bc65990b245e5a138643cd4eb9837,1,1,0
104,00b18b535d6d4f779dea4dc9ac451478,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
105,00b18b535d6d4f779dea4dc9ac451478,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
106,00b3400e4ff64ee68ce9ada1d0c222f0,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
107,00b3400e4ff64ee68ce9ada1d0c222f0,3f207df678b143eea3cee63160fa8bed,1,0,0
108,00b3400e4ff64ee68ce9ada1d0c222f0,5a8bc65990b245e5a138643cd4eb9837,1,1,0
109,00b3400e4ff64ee68ce9ada1d0c222f0,ae264e3637204a6fb9bb56bc8210ddfd,1,0,1
110,00b3400e4ff64ee68ce9ada1d0c222f0,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
111,00b3c376db2a4115af3aef34a02f61d6,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
112,00b3c376db2a4115af3aef34a02f61d6,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
113,00b3c376db2a4115af3aef34a02f61d6,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
114,00b5fb9d842d437e83033ad9e36f7148,2906b810c7d4411798c6938adc9daaa5,1,1,0
115,00b5fb9d842d437e83033ad9e36f7148,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
116,00b5fb9d842d437e83033ad9e36f7148,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
117,00b901d68f8f4fd68075184cd0f772d2,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,2,0
118,00b901d68f8f4fd68075184cd0f772d2,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
119,00b901d68f8f4fd68075184cd0f772d2,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
120,00bbce6533f44ddeaf4dd32bcab55441,2906b810c7d4411798c6938adc9daaa5,1,1,1
121,00bbce6533f44ddeaf4dd32bcab55441,5a8bc65990b245e5a138643cd4eb9837,1,1,0
122,00bbce6533f44ddeaf4dd32bcab55441,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
123,00bbce6533f44ddeaf4dd32bcab55441,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
124,00bc42a62f884b41a13cc595856cf7c3,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
125,00bc42a62f884b41a13cc595856cf7c3,2906b810c7d4411798c6938adc9daaa5,2,1,2
126,00bc42a62f884b41a13cc595856cf7c3,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
127,00bc42a62f884b41a13cc595856cf7c3,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
128,00bc983061d3471e8c8e74d31b7c8b6f,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
129,00bc983061d3471e8c8e74d31b7c8b6f,2906b810c7d4411798c6938adc9daaa5,1,0,0
130,00bc983061d3471e8c8e74d31b7c8b6f,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
131,00bc983061d3471e8c8e74d31b7c8b6f,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
132,00c20a9202d5475190b31a24de6fb06d,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
133,00c20a9202d5475190b31a24de6fb06d,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
134,00c20a9202d5475190b31a24de6fb06d,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
135,00c20a9202d5475190b31a24de6fb06d,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
136,00c2f812f4604c8893152a5c6572030e,2906b810c7d4411798c6938adc9daaa5,1,0,1
137,00c2f812f4604c8893152a5c6572030e,4d5c57ea9a6940dd891ad53e9dbe8da0,3,3,1
138,00c2f812f4604c8893152a5c6572030e,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
139,00c32a104f0c4065b5b552895fb22e34,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
140,00c32a104f0c4065b5b552895fb22e34,2906b810c7d4411798c6938adc9daaa5,1,1,0
141,00c32a104f0c4065b5b552895fb22e34,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
142,00c32a104f0c4065b5b552895fb22e34,fafdcd668e3743c1bb461111dcafc2a4,1,0,0
143,00c5a385c71a4d3db5e9b4e31e430943,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
144,00c5a385c71a4d3db5e9b4e31e430943,2906b810c7d4411798c6938adc9daaa5,1,0,0
145,00c5a385c71a4d3db5e9b4e31e430943,3f207df678b143eea3cee63160fa8bed,1,1,0
146,00c5a385c71a4d3db5e9b4e31e430943,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
147,00c5a385c71a4d3db5e9b4e31e430943,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
148,00c5a385c71a4d3db5e9b4e31e430943,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
149,00c6035df45840038a72766c6d27a0db,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
150,00c6035df45840038a72766c6d27a0db,3f207df678b143eea3cee63160fa8bed,1,1,0
151,00c6035df45840038a72766c6d27a0db,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
152,00c6035df45840038a72766c6d27a0db,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
153,00c91f31f5f74e769fa7a359b63e1a9f,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
154,00c91f31f5f74e769fa7a359b63e1a9f,3f207df678b143eea3cee63160fa8bed,1,0,0
155,00c91f31f5f74e769fa7a359b63e1a9f,5a8bc65990b245e5a138643cd4eb9837,1,1,0
156,00c91f31f5f74e769fa7a359b63e1a9f,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
157,00ceaf16a40341e6996d543d04daa2c2,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
158,00ceaf16a40341e6996d543d04daa2c2,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
159,00ceaf16a40341e6996d543d04daa2c2,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
160,00ceaf16a40341e6996d543d04daa2c2,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
161,00ceaf16a40341e6996d543d04daa2c2,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
162,00cf1bbec83f4a658f8994e556db4633,2906b810c7d4411798c6938adc9daaa5,1,1,1
163,00cf1bbec83f4a658f8994e556db4633,fafdcd668e3743c1bb461111dcafc2a4,2,2,1
164,00cf471ed1aa42a8bdde5561d67da2b1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
165,00cf471ed1aa42a8bdde5561d67da2b1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
166,00cf471ed1aa42a8bdde5561d67da2b1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,1
167,00cf471ed1aa42a8bdde5561d67da2b1,ae264e3637204a6fb9bb56bc8210ddfd,2,2,0
168,00d6dc87be4146ceb47fcd4baaaf6477,2906b810c7d4411798c6938adc9daaa5,1,0,1
169,00d6dc87be4146ceb47fcd4baaaf6477,3f207df678b143eea3cee63160fa8bed,1,0,0
170,00d6dc87be4146ceb47fcd4baaaf6477,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
171,00d6dc87be4146ceb47fcd4baaaf6477,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
172,00d6dc87be4146ceb47fcd4baaaf6477,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
173,00d6dc87be4146ceb47fcd4baaaf6477,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
174,00d791e20c564add8056498e40eb56cc,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
175,00d791e20c564add8056498e40eb56cc,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
176,00d791e20c564add8056498e40eb56cc,5a8bc65990b245e5a138643cd4eb9837,1,1,0
177,00d791e20c564add8056498e40eb56cc,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
178,00d791e20c564add8056498e40eb56cc,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
179,00d7c95f793a4212af44e632fdc1e431,2906b810c7d4411798c6938adc9daaa5,2,0,1
180,00d7c95f793a4212af44e632fdc1e431,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
181,00d7c95f793a4212af44e632fdc1e431,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
182,00d7c95f793a4212af44e632fdc1e431,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
183,00d91c5919514448bc4f718e4e3f26ab,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
184,00d91c5919514448bc4f718e4e3f26ab,3f207df678b143eea3cee63160fa8bed,1,1,0
185,00d91c5919514448bc4f718e4e3f26ab,ae264e3637204a6fb9bb56bc8210ddfd,2,1,1
186,00d91c5919514448bc4f718e4e3f26ab,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
187,00e20b4ca129458aaab0f4727ef3513a,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
188,00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
189,00e52682848542c3a6f59b7824e9a5c5,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
190,00e52682848542c3a6f59b7824e9a5c5,2906b810c7d4411798c6938adc9daaa5,1,1,0
191,00e52682848542c3a6f59b7824e9a5c5,5a8bc65990b245e5a138643cd4eb9837,1,1,0
192,00e52682848542c3a6f59b7824e9a5c5,ae264e3637204a6fb9bb56bc8210ddfd,1,0,0
193,00e52682848542c3a6f59b7824e9a5c5,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
194,00e8d701c583461e81cc10053681a12b,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
195,00e8d701c583461e81cc10053681a12b,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
196,00e8d701c583461e81cc10053681a12b,3f207df678b143eea3cee63160fa8bed,1,1,0
197,00e8d701c583461e81cc10053681a12b,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
198,00e9f403afa641889cd034ee7c7ca6e9,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,1,2
199,00e9f403afa641889cd034ee7c7ca6e9,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
200,00e9f403afa641889cd034ee7c7ca6e9,3f207df678b143eea3cee63160fa8bed,1,1,0
201,00e9f403afa641889cd034ee7c7ca6e9,5a8bc65990b245e5a138643cd4eb9837,1,1,0
202,00ed7e22b32749cfafbfd88592d401d4,2906b810c7d4411798c6938adc9daaa5,1,0,1
203,00ed7e22b32749cfafbfd88592d401d4,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
204,00ed7e22b32749cfafbfd88592d401d4,ae264e3637204a6fb9bb56bc8210ddfd,1,0,0
205,00ed7e22b32749cfafbfd88592d401d4,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
206,00ee2ca6421c4af0aeca60a1b3e00f6c,2906b810c7d4411798c6938adc9daaa5,1,1,0
207,00ee2ca6421c4af0aeca60a1b3e00f6c,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
208,00ee2ca6421c4af0aeca60a1b3e00f6c,5a8bc65990b245e5a138643cd4eb9837,1,1,0
209,00ee2ca6421c4af0aeca60a1b3e00f6c,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
210,00ee69db83964d6da32f8109b32a1ce7,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
211,00ee69db83964d6da32f8109b32a1ce7,5a8bc65990b245e5a138643cd4eb9837,1,1,0
212,00ee69db83964d6da32f8109b32a1ce7,ae264e3637204a6fb9bb56bc8210ddfd,2,2,0
213,00ee69db83964d6da32f8109b32a1ce7,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
214,00fac72fd6ad448e8019b175267023df,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,2
215,00fac72fd6ad448e8019b175267023df,ae264e3637204a6fb9bb56bc8210ddfd,2,2,2
216,00fbb9b5edb94f02afbaf1eb49bb4d7d,5a8bc65990b245e5a138643cd4eb9837,1,1,0
217,00fbb9b5edb94f02afbaf1eb49bb4d7d,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
218,00fbb9b5edb94f02afbaf1eb49bb4d7d,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
219,00fdd4416dec40b49180814c0a7c8d76,3f207df678b143eea3cee63160fa8bed,1,0,0
220,00fdd4416dec40b49180814c0a7c8d76,5a8bc65990b245e5a138643cd4eb9837,1,1,0
221,00fdd4416dec40b49180814c0a7c8d76,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
222,0100dbd4e8554aa69b73b6ac0547f6bf,3f207df678b143eea3cee63160fa8bed,1,0,0
223,0100dbd4e8554aa69b73b6ac0547f6bf,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
224,0100dbd4e8554aa69b73b6ac0547f6bf,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
225,0103de989e084e0fab400e80678d7591,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,0,2
226,0103de989e084e0fab400e80678d7591,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
227,0103de989e084e0fab400e80678d7591,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
228,0106d19a26af41288035afc4b9b6c2c2,3f207df678b143eea3cee63160fa8bed,3,0,0
229,0106d19a26af41288035afc4b9b6c2c2,5a8bc65990b245e5a138643cd4eb9837,1,1,0
230,0106d19a26af41288035afc4b9b6c2c2,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
231,01162252405b4524a8fa1bf8e6d5f04b,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
232,01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
233,01162252405b4524a8fa1bf8e6d5f04b,5a8bc65990b245e5a138643cd4eb9837,1,1,0
234,01162252405b4524a8fa1bf8e6d5f04b,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,1
235,01162252405b4524a8fa1bf8e6d5f04b,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
236,01176ee7289b48e39ee6261d5c071a07,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,0
237,01176ee7289b48e39ee6261d5c071a07,2906b810c7d4411798c6938adc9daaa5,1,0,1
238,01176ee7289b48e39ee6261d5c071a07,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
239,0118fbb66dd2443a9dd407d2c99a7672,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
240,0118fbb66dd2443a9dd407d2c99a7672,3f207df678b143eea3cee63160fa8bed,1,1,0
241,0118fbb66dd2443a9dd407d2c99a7672,5a8bc65990b245e5a138643cd4eb9837,1,1,0
242,0118fbb66dd2443a9dd407d2c99a7672,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
243,0121fe001b7a404fa9cbe486f8944baf,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
244,0121fe001b7a404fa9cbe486f8944baf,3f207df678b143eea3cee63160fa8bed,1,0,0
245,0121fe001b7a404fa9cbe486f8944baf,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
246,0121fe001b7a404fa9cbe486f8944baf,ae264e3637204a6fb9bb56bc8210ddfd,1,0,1
247,0121fe001b7a404fa9cbe486f8944baf,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
248,0121fe001b7a404fa9cbe486f8944baf,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
249,0123564dbaf144a88a418c33b6350c17,3f207df678b143eea3cee63160fa8bed,1,1,0
250,0123564dbaf144a88a418c33b6350c17,5a8bc65990b245e5a138643cd4eb9837,1,0,0
251,0123564dbaf144a88a418c33b6350c17,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,1
252,0123564dbaf144a88a418c33b6350c17,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
253,0123564dbaf144a88a418c33b6350c17,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
254,012ee55a90bd4d969b0d0cdfaffdf6ab,5a8bc65990b245e5a138643cd4eb9837,2,2,0
255,012ee55a90bd4d969b0d0cdfaffdf6ab,f19421c1d4aa40978ebb69ca19b0e20d,3,3,0
256,012ee55a90bd4d969b0d0cdfaffdf6ab,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
257,013094309e1b49e095c098df412d125d,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
